,productId,type,sourceCountryCode,sourceLangCode,title,text,isRecommended,verifiedPurchase,verifiedReviewer,anonymousReviewer,positiveFeedbacksCount,negativeFeedbacksCount,submissionOn,updatedOn,itemType,primaryRatingValue,sec_appearance,sec_product_quality,sec_value_for_money,sec_works_as_expected,reviewerName,sec_mean,sec_primary_diff,sec_primary_abs_diff
66,70511903,email,au,en,Comfortable. Great quality.,Very comfortable. Great value for money. Fits the MALM queen sized frame perfectly. ,True,True,False,False,2,0,2025-04-22 00:15:47+00:00,2025-07-11 09:50:33+00:00,art,5.0,5.0,5.0,5.0,5.0,Kathleen,5.0,0.0,0.0
67,70511903,email,au,en,Nice and firm,"Easy to unroll , good packaging ",True,True,False,False,3,0,2025-04-18 02:09:47+00:00,2025-06-04 11:47:15+00:00,art,5.0,5.0,5.0,5.0,5.0,Dan,5.0,0.0,0.0
68,70511903,email,au,en,Good,Good,True,True,False,False,2,0,2025-04-06 23:23:20+00:00,2025-06-04 11:47:21+00:00,art,5.0,5.0,5.0,5.0,5.0,James,5.0,0.0,0.0
69,70511903,email,ca,en,super,nice,True,True,False,False,4,0,2025-04-03 05:52:24+00:00,2025-10-28 03:12:38+00:00,art,5.0,5.0,5.0,5.0,5.0,Solomiia,5.0,0.0,0.0
70,70511903,email,ca,en,It's thin so you'll need a box spring,"When testing it in the store it felt amazing but when receiving it I had realized it's off by 2 inches on one side, not fitting the bed frame I bought specifically for it from IKEA. As well as the mattresses is kind of thin, so without the proper support underneath it's not the best. You get what you pay for though, definitely get something better if you need it",False,True,False,False,19,0,2025-03-25 12:14:21+00:00,2025-10-25 07:08:57+00:00,art,3.0,4.0,2.0,3.0,3.0,Logan,3.0,0.0,0.0
71,70511903,email,au,en,Solid comfortable mattress ,Very comfortable mattress and a solid performer. Has lasted well ,True,True,False,False,1,0,2025-03-23 13:48:12+00:00,2025-04-16 14:30:11+00:00,art,5.0,5.0,5.0,5.0,5.0,Payam,5.0,0.0,0.0
72,70511903,email,au,en,VESTERÖY is BETTER than VALEVÅG,"VESTERÖY mattress is BETTER THAN the more expensive VALEVÅG mattress

I have slept on both mattresses for an extended period of time, and the more expensive VALEVÅG mattress is too soft and causes back and neck aches. Don't be fooled by the so-called compartmentalised body support. It adds no value.

Choose VESTERÖY mattress instead. Better body support, to prevent backache.

Note that IKEA mattresses are slightly bigger than the standard sizes (to make you buy IKEA bedsheets). Regular bedsheets can fit but a little tight.

Buy during Black Friday Sale to get the best price of the year. The only thing is, if you return and exchange (under ""free exchange within 12 months"" policy) afterwards, you will need to pay for the price difference to the prevailing price. If item is defective, you will get a replacement for free as usual.",True,True,False,False,27,0,2025-03-16 03:55:52+00:00,2025-11-01 19:26:36+00:00,art,5.0,4.0,4.0,4.0,5.0,A W K,4.25,-0.75,0.75
73,70511903,email,es,en,Great product,Firm & comfortable,True,True,False,False,2,0,2025-03-14 08:13:57+00:00,2025-04-16 14:30:11+00:00,art,5.0,5.0,5.0,5.0,5.0,Anniver,5.0,0.0,0.0
74,70511903,email,ca,en,Not firm,"Not as farm as expected, especially the outer edge areas of the mattress. Purchased for a kids room but may have to replace.",False,True,False,True,10,0,2025-03-12 17:38:48+00:00,2025-09-21 20:31:02+00:00,art,3.0,5.0,4.0,4.0,3.0,Anonymous reviewer,4.0,1.0,1.0
75,70511903,web,us,en,Very thin and short,"If you have the Brimes storage bed frame, don’t buy it, it’s short and leaves a huge gap at the end of the bed and it’s very thin, I sit down and my legs hit the bed frame, and I sink in and I keep hitting the bed frame, it’s a comfortable bed but it just has bad measurements.",True,False,True,False,13,0,2025-03-11 01:55:22+00:00,2025-11-05 17:43:25+00:00,art,2.0,5.0,3.0,3.0,1.0,Jacky,3.0,1.0,1.0
76,70511903,email,au,en,Pretty good,"I have no complaints whatsoever, other than it was heavy but that’s not a genuine issue for me. It’s a great mattress with good support. It’s on the firmer side but that’s what I selected, so all in all - I am pretty happy with it and the price! ",True,True,False,False,2,0,2025-03-11 00:30:49+00:00,2025-05-15 15:23:53+00:00,art,5.0,5.0,4.0,5.0,5.0,Anya,4.75,-0.25,0.25
77,70511903,email,nl,en,Useful base mattress,I use this with a topper that I already owned. I’m not sure it would be comfortable otherwise. The production level of the series seems to be lower than previous models. The delivery guys were very helpful. ,True,True,False,False,2,0,2025-03-10 10:13:51+00:00,2025-09-18 07:30:08+00:00,art,4.0,4.0,3.0,4.0,3.0,Emily,3.5,-0.5,0.5
78,70511903,web,au,en,Black dots,I just opened it today and it got black dots on it.,True,False,True,False,7,0,2025-03-05 06:31:47+00:00,2025-10-27 11:07:40+00:00,art,2.0,1.0,2.0,1.0,2.0,Vy,1.5,-0.5,0.5
79,70511903,email,ca,en,Ikea queen mattress ,This mattress was a great buy!,True,True,False,False,2,0,2025-03-02 12:14:47+00:00,2025-09-16 10:02:47+00:00,art,5.0,5.0,5.0,5.0,5.0,Paul,5.0,0.0,0.0
80,70511903,email,au,en,Quality mattress at value price,Recommended by Choice and doesn’t disappoint. ,True,True,False,False,6,0,2025-02-27 01:31:24+00:00,2025-08-04 10:10:39+00:00,art,5.0,5.0,5.0,5.0,5.0,Theresa,5.0,0.0,0.0
81,70511903,email,au,en,As my purchases does exactly what I wanted the mattress to do and what the promo said it would I am very happy with my purchases! ,Having bought the mattresses for my motor home and have just come back from the Boynup Music Muster with a friend who without me prompting told me how restful her night had been! Having used this pocket sprung mattress before I was pleased but not surprised. ,True,True,False,False,1,0,2025-02-26 00:40:55+00:00,2025-10-19 09:46:53+00:00,art,5.0,4.0,5.0,5.0,5.0,Herbert,4.75,-0.25,0.25
82,70511903,web,au,en,It is not the same as the demo mattress ,"I went to try on the demo mattresses in IKEA store and purchased the firm one. The demo mattress in Ikea and the one you take home are not the same. It is much harder and a very uncomfortable mattress, I woke up with a sore shoulder after the first night of using it.",True,False,True,False,17,0,2025-02-15 21:17:12+00:00,2025-11-05 05:31:59+00:00,art,1.0,3.0,1.0,1.0,1.0,Petra,1.5,0.5,0.5
83,70511903,web,au,en,Good value,Quality mattress for price. My back thank me for choosing the extra firm.,True,False,True,False,1,0,2025-02-14 07:53:30+00:00,2025-02-17 06:55:49+00:00,art,5.0,3.0,5.0,5.0,5.0,Samnang,4.5,-0.5,0.5
